Temperature,Humidity,Rainfall,Soil_pH,N,P,K,Crop,Disease
33.7,75.2,191.8,6.05,100,36,27,Maize,Gray Leaf Spot
20.4,93,194.3,6.07,75,33,43,Tomato,Late Blight
35.2,86.1,267.5,6.58,105,37,35,Rice,Bacterial Leaf Blight
31.6,53.8,294.6,6.4,94,31,33,Rice,Leaf Blast
22.1,78.9,141.6,6.94,87,46,47,Apple,Fire Blight
33.1,47.3,205.3,6.6,118,53,22,Chili,Anthracnose
23.3,71.2,188.3,6.54,100,30,38,Wheat,Septoria Leaf Spot
26.2,57.9,129.9,7.16,62,43,40,Potato,Common Scab
24.5,71.8,137.8,6.66,97,38,39,Wheat,Leaf Rust
30.3,48.3,281.2,6.33,85,36,33,Rice,Leaf Blast
19.9,84.4,161.3,6.26,98,35,32,Wheat,Septoria Leaf Spot
20.1,61.7,138.3,6.82,106,43,49,Wheat,Powdery Mildew
28.2,89.4,259.3,6.1,104,29,35,Chili,Leaf Spot
26.6,54.2,134.9,7.59,52,58,30,Potato,Common Scab
22.5,67.4,173.6,6.42,82,20,42,Potato,Late Blight
21.1,50.8,95.3,7.11,52,37,34,Potato,Common Scab
15.2,84.5,182.2,5.98,85,39,42,Apple,Apple Scab
26.1,82.4,187,6.24,92,43,32,Maize,Common Rust
35.5,77.5,252.1,6.88,108,38,41,Rice,Bacterial Leaf Blight
31.5,55.2,170.1,6.96,88,53,30,Cotton,Verticillium Wilt
21.5,65.2,143,5.92,75,52,27,Potato,Early Blight
29,86.3,288.1,6.44,112,34,40,Chili,Leaf Spot
23.9,72.9,135.3,6.56,99,43,37,Wheat,Leaf Rust
24.7,67.5,151.2,6.11,97,45,36,Tomato,Early Blight
24.4,56.2,119,6.59,69,58,41,Potato,Common Scab
32.3,45.1,233.9,6.58,64,49,43,Cotton,Bacterial Blight
26.6,74.7,155.2,6.63,104,42,38,Chili,Powdery Mildew
33.2,49.4,263.4,6.6,98,44,36,Rice,Leaf Blast
21.2,75.8,176.2,6.04,85,22,48,Potato,Late Blight
25.2,48,116.7,7.63,52,45,34,Potato,Common Scab
27.5,75,121.3,6.03,81,56,27,Tomato,Early Blight
28.8,89.5,253,6.45,101,30,39,Chili,Leaf Spot
28.9,64.3,193.7,7.17,87,53,35,Cotton,Verticillium Wilt
19.3,65.5,155.6,6.33,89,33,47,Potato,Late Blight
24.7,66.9,133.1,6.54,101,34,39,Wheat,Leaf Rust
26.6,79.9,147.1,7.37,99,47,52,Apple,Fire Blight
22.3,80.9,182,6.7,87,27,43,Potato,Late Blight
18.2,83.6,171.9,6.26,86,46,44,Apple,Cedar Apple Rust
22.1,54.1,146.9,6.42,107,40,44,Wheat,Powdery Mildew
30,74.9,140.3,6.29,89,44,37,Tomato,Bacterial Spot
36.8,91.6,139.7,7.01,113,45,28,Maize,Turcicum Leaf Blight
20.7,75,180.9,6.27,95,36,40,Wheat,Septoria Leaf Spot
28.5,77.4,181.7,6.73,104,36,39,Chili,Powdery Mildew
30.8,51,194.5,6.68,106,60,17,Chili,Anthracnose
26.8,65.9,185.9,6.22,104,39,39,Chili,Powdery Mildew
19.9,83.5,171.8,6.71,77,51,43,Apple,Cedar Apple Rust
24.6,80.6,180,6.11,77,46,49,Apple,Cedar Apple Rust
25.7,65.8,160.4,7.08,96,48,57,Apple,Fire Blight
32.5,74.9,261.7,6.41,107,39,35,Rice,Bacterial Leaf Blight
30.1,89.8,253,6.24,110,26,41,Chili,Leaf Spot
30.4,78.4,179.8,6.62,105,42,25,Maize,Gray Leaf Spot
23.4,67.1,163.6,6.21,80,33,40,Potato,Late Blight
25.8,57,120.7,6.71,63,52,41,Potato,Common Scab
23.2,50.7,148.4,6.91,95,35,41,Wheat,Powdery Mildew
33.2,84.7,262,6.25,108,36,49,Rice,Bacterial Leaf Blight
18.7,83.2,200.1,6.13,101,37,40,Wheat,Septoria Leaf Spot
24.5,53.7,134.6,7.97,58,56,41,Potato,Common Scab
27.2,68.3,143.4,6.15,92,57,39,Tomato,Early Blight
32.9,50,258.8,6.71,93,31,37,Rice,Leaf Blast
37.7,80.6,252.4,6.46,96,42,44,Rice,Bacterial Leaf Blight
25.1,56.7,158.7,6.73,88,40,32,Cotton,Verticillium Wilt
20.1,77,143.1,6.86,86,52,55,Apple,Fire Blight
24,69,139.5,5.84,65,56,33,Potato,Early Blight
26.8,78.2,171.3,5.82,109,34,25,Maize,Common Rust
19,84.8,192.8,6.03,96,25,31,Wheat,Septoria Leaf Spot
28.5,68.6,203.4,7.29,75,48,32,Cotton,Verticillium Wilt
17.8,70.9,165.5,5.86,74,38,54,Apple,Apple Scab
29.3,64,248.2,5.53,89,26,32,Rice,Brown Spot
29.9,82.4,173.8,6.45,98,44,27,Maize,Common Rust
29.6,67.4,199.6,6.86,82,42,35,Cotton,Verticillium Wilt
28.6,78.6,146.4,6.61,96,51,37,Tomato,Bacterial Spot
31.5,57.1,207.6,6.71,107,62,20,Chili,Anthracnose
34,68.3,183.2,6.74,84,40,25,Cotton,Leaf Spot
21.6,94.9,172.1,6.11,84,36,33,Tomato,Late Blight
26.5,57.1,139.4,7.63,57,51,39,Potato,Common Scab
31,73.2,224.8,5.88,70,25,27,Rice,Brown Spot
24,65.7,179.2,6.2,88,31,45,Potato,Late Blight
30,63.9,207.3,5.86,81,30,29,Rice,Brown Spot
29.2,79.9,152.4,6.47,92,41,31,Maize,Common Rust
36.1,88.8,263.3,6.19,98,36,40,Rice,Bacterial Leaf Blight
24.3,74.7,124.7,6.13,97,52,27,Tomato,Early Blight
18,78.6,180.5,6.71,79,49,48,Apple,Apple Scab
34.6,77,262.6,6.36,106,41,45,Rice,Bacterial Leaf Blight
31.9,75.1,170.4,6.27,94,44,48,Tomato,Bacterial Spot
20.3,71,165.3,6.27,84,31,48,Potato,Late Blight
26.4,69,159.3,6.62,104,41,38,Wheat,Leaf Rust
29.5,71.1,183.9,6.29,85,41,30,Chili,Powdery Mildew
34.9,86.3,277.3,6.93,108,42,40,Rice,Bacterial Leaf Blight
33.9,82.2,276.3,6.67,91,41,48,Rice,Bacterial Leaf Blight
22.8,91.1,187.7,5.68,88,32,43,Tomato,Late Blight
28.6,85.6,184.5,6.06,111,40,18,Maize,Gray Leaf Spot
25.7,71.1,162.2,6.68,92,31,39,Wheat,Leaf Rust
28.8,58.3,154.4,7.21,84,49,35,Cotton,Verticillium Wilt
25.8,64.5,153.1,6.53,72,54,39,Cotton,Verticillium Wilt
23.1,52.8,124.3,6.87,51,47,33,Potato,Common Scab
30.2,71.3,215.4,5.99,70,37,29,Rice,Brown Spot
33.4,52.3,267.7,6.61,93,38,36,Rice,Leaf Blast
26.3,47.7,132,7.33,57,42,42,Potato,Common Scab
32.8,93.4,153.6,7.06,114,54,28,Maize,Turcicum Leaf Blight
21.9,85.9,193.8,5.53,86,33,34,Tomato,Late Blight
23.4,63.5,132.7,6.15,96,35,39,Wheat,Leaf Rust
35.8,86.5,150.4,6.84,122,47,23,Maize,Turcicum Leaf Blight
16.2,72.2,166.1,5.56,88,30,27,Wheat,Septoria Leaf Spot
19.1,73.6,176.7,6,101,27,34,Wheat,Septoria Leaf Spot
26.5,69.4,190.1,7.28,85,48,37,Cotton,Verticillium Wilt
23.2,66.1,145.4,5.89,64,53,26,Potato,Early Blight
25.2,64.7,166,6.69,94,35,41,Wheat,Leaf Rust
24.5,51.1,121.2,7.39,50,49,44,Potato,Common Scab
26.6,53.8,121.5,6.9,57,57,39,Potato,Common Scab
28.4,70.3,131.1,6.22,88,59,27,Tomato,Early Blight
30.4,81.8,263.7,6.2,108,31,40,Chili,Leaf Spot
20.8,82.2,183.4,6.04,78,44,49,Apple,Apple Scab
20.5,81.9,165.7,5.9,107,27,31,Wheat,Septoria Leaf Spot
30.7,71.8,237.1,5.58,73,31,28,Rice,Brown Spot
28.6,75.3,176.6,6.52,95,44,39,Tomato,Bacterial Spot
31.4,78.7,163,6.62,102,54,42,Tomato,Bacterial Spot
29.3,80.5,223.3,6.19,83,43,28,Cotton,Leaf Spot
18.4,78.7,189.4,6.11,86,40,45,Apple,Cedar Apple Rust
27.7,73.8,163.1,6.53,91,50,47,Tomato,Bacterial Spot
32.4,74,240.6,6.2,76,32,29,Rice,Brown Spot
35.9,89.5,223.3,6.57,107,42,36,Rice,Bacterial Leaf Blight
25.8,77.6,153.4,5.83,100,33,25,Maize,Common Rust
31.7,63.4,160.5,6.97,82,40,30,Cotton,Verticillium Wilt
30.3,89.7,284.4,6.45,108,32,37,Chili,Leaf Spot
15.2,74,170,5.97,73,40,54,Apple,Apple Scab
25.9,56.7,118.3,7.1,56,41,33,Potato,Common Scab
22.9,74.2,155.7,6.31,82,26,41,Potato,Late Blight
36.7,39.5,247.1,6.79,62,49,38,Cotton,Bacterial Blight
30.1,74.8,143.8,6.62,99,54,45,Tomato,Bacterial Spot
21.2,82.2,184.6,6.14,89,53,43,Apple,Cedar Apple Rust
22.6,88.8,190.3,6.15,86,48,54,Apple,Apple Scab
25.2,77.4,161.4,6.47,91,34,34,Chili,Powdery Mildew
23.1,86.4,181.9,6.45,71,49,41,Apple,Apple Scab
24.9,68.4,133.7,6.17,81,57,30,Potato,Early Blight
30.4,76.5,209,6.1,101,39,16,Maize,Gray Leaf Spot
23.2,71.7,163,6.18,83,22,43,Potato,Late Blight
22.8,60.7,153.3,5.98,73,56,29,Potato,Early Blight
25.9,75.9,130.3,6.72,89,51,58,Apple,Fire Blight
25.2,73.4,161.4,7.05,82,57,56,Apple,Fire Blight
29.6,88.6,208,6.19,110,38,26,Maize,Gray Leaf Spot
27.5,75.5,180,6.41,107,33,33,Maize,Common Rust
29.7,81.3,150,6.34,104,30,28,Maize,Common Rust
29.6,75.5,176.8,5.96,94,38,30,Maize,Common Rust
26.6,60,135,6.06,88,56,31,Tomato,Early Blight
26.1,72,131.3,6.31,88,48,32,Tomato,Early Blight
28,65.6,145.6,6.25,96,42,42,Tomato,Bacterial Spot
31.5,65.8,210.2,5.66,81,31,30,Rice,Brown Spot
31.5,64.1,169.8,6.89,84,49,36,Cotton,Verticillium Wilt
19,72.9,155,6.1,85,40,42,Apple,Apple Scab
20.8,63.2,136.7,6.54,100,42,49,Wheat,Powdery Mildew
28,80.7,194,6.44,104,36,17,Maize,Gray Leaf Spot
22.6,87.8,199.6,5.86,76,37,32,Tomato,Late Blight
31.3,81,253.5,6.08,110,32,40,Chili,Leaf Spot
28.5,75.9,160.2,6.56,100,49,44,Tomato,Bacterial Spot
25.5,69.5,152.8,6.46,88,47,44,Tomato,Bacterial Spot
26.5,72,180.9,5.95,94,34,30,Maize,Common Rust
24.5,51.3,100.7,7.69,51,49,38,Potato,Common Scab
22.3,74.8,196.2,5.9,98,32,31,Wheat,Septoria Leaf Spot
28.4,82.7,155.5,5.82,108,32,33,Maize,Common Rust
23.6,66.4,150.8,6.02,66,55,26,Potato,Early Blight
36.2,48.7,211.2,6.4,64,56,37,Cotton,Bacterial Blight
24.8,77.3,184.5,6.71,75,54,46,Apple,Cedar Apple Rust
18.3,78.3,181.8,6.92,87,54,36,Apple,Cedar Apple Rust
34.6,92.9,151.5,7.14,105,54,23,Maize,Turcicum Leaf Blight
28.7,77.8,151.9,6.5,98,38,36,Chili,Powdery Mildew
25.6,83.7,175.2,6.39,107,36,25,Maize,Common Rust
20.5,77.3,188.7,6.71,92,27,51,Potato,Late Blight
21.3,62.4,159.2,5.96,82,59,32,Potato,Early Blight
27.5,79.2,163.4,6.27,99,36,33,Maize,Common Rust
33,87.9,134.6,7.12,106,41,22,Maize,Turcicum Leaf Blight
25.9,74.7,166.5,6.35,85,37,43,Wheat,Leaf Rust
36.1,45.2,226.7,6.33,65,52,35,Cotton,Bacterial Blight
31.4,53.6,183.7,6.85,114,50,21,Chili,Anthracnose
32.8,87.4,208.1,6.11,104,43,19,Maize,Gray Leaf Spot
32.7,73.2,190.3,6.76,96,43,29,Cotton,Leaf Spot
21.5,81.1,187,5.96,102,26,31,Wheat,Septoria Leaf Spot
28.7,84.6,250.7,6.24,96,34,42,Chili,Leaf Spot
22,58.5,140.6,7.05,101,40,40,Wheat,Powdery Mildew
29,68.9,162,6.6,98,40,36,Chili,Powdery Mildew
29.5,80.4,160.4,6.43,98,42,28,Maize,Common Rust
27.8,63.1,159.7,6.44,102,41,40,Wheat,Leaf Rust
25.8,84.3,189.8,6.9,88,27,54,Potato,Late Blight
24,77.2,179.4,6.25,113,37,36,Wheat,Septoria Leaf Spot
30.6,79.8,177.7,6.79,104,48,35,Tomato,Bacterial Spot
23.5,76,193.1,6.29,73,45,50,Apple,Apple Scab
32.2,88,156.1,6.81,115,50,26,Maize,Turcicum Leaf Blight
29.4,79.6,198.1,6.6,92,43,34,Cotton,Leaf Spot
23,61.8,132.7,6.58,103,38,36,Wheat,Leaf Rust
25.1,67.6,162,7.45,76,46,37,Cotton,Verticillium Wilt
30.5,80.9,297.3,6.15,99,26,44,Chili,Leaf Spot
29.7,75.3,192.1,6.4,103,36,28,Maize,Gray Leaf Spot
25.7,68.2,150.9,6.34,85,52,37,Tomato,Early Blight
34.3,44.4,232.8,6.62,65,45,39,Cotton,Bacterial Blight
25.4,73.8,151.3,6.26,95,38,30,Chili,Powdery Mildew
33.4,80.5,199,6.06,106,42,29,Maize,Gray Leaf Spot
32.2,94.9,138.4,7.17,124,48,20,Maize,Turcicum Leaf Blight
24.3,80,151.9,6.92,98,48,46,Apple,Fire Blight
24,52.1,137.4,6.7,92,41,42,Wheat,Powdery Mildew
25.9,76.8,183.4,6.53,96,39,34,Chili,Powdery Mildew
33.9,45.8,212.6,6.65,79,48,35,Cotton,Bacterial Blight
27.5,78.5,171.5,6.24,93,45,46,Tomato,Bacterial Spot
32.5,55.5,221.6,6.53,72,55,37,Cotton,Bacterial Blight
20.1,76.8,164.4,6,86,20,47,Potato,Late Blight
22,57.3,136.7,6.27,97,38,38,Wheat,Powdery Mildew
21.9,73.7,188.7,6.42,108,34,43,Wheat,Septoria Leaf Spot
22.2,89.5,167.4,5.84,70,46,48,Apple,Apple Scab
36.4,91.6,154.8,7.07,115,43,27,Maize,Turcicum Leaf Blight
22.7,56.6,137.7,5.83,95,33,40,Wheat,Leaf Rust
37.4,44.7,242.7,7.07,71,48,37,Cotton,Bacterial Blight
35.7,58.8,234.7,6.77,73,54,44,Cotton,Bacterial Blight
26.6,76.6,157.7,6.11,93,38,31,Maize,Common Rust
28.3,78.5,195.3,6.18,98,41,24,Maize,Gray Leaf Spot
19.8,75.5,172.2,6.62,92,54,47,Apple,Cedar Apple Rust
30.3,46.4,281.1,6.4,92,38,32,Rice,Leaf Blast
29.4,68.2,153.4,6.71,92,48,44,Tomato,Bacterial Spot
37.3,56.1,206.4,6.8,66,55,44,Cotton,Bacterial Blight
22.4,83.6,198.8,5.92,78,37,33,Tomato,Late Blight
24.9,75.9,149.3,6.75,92,53,47,Apple,Fire Blight
18.7,81.8,194.5,5.52,89,32,31,Tomato,Late Blight
20.9,87.8,179.2,5.72,77,41,43,Tomato,Late Blight
20.1,80.4,162.6,5.95,89,38,37,Tomato,Late Blight
21.9,73.5,166.3,6.35,106,36,34,Wheat,Septoria Leaf Spot
21.8,89.6,171.6,5.87,79,35,44,Apple,Apple Scab
18.9,84.4,180.7,5.86,107,28,42,Wheat,Septoria Leaf Spot
35,51.5,192.8,6.92,116,60,19,Chili,Anthracnose
35.7,88.2,153.2,7.19,123,43,22,Maize,Turcicum Leaf Blight
23.2,58.9,120.5,6.84,96,41,45,Wheat,Powdery Mildew
20.4,65.4,147.6,6.1,70,51,27,Potato,Early Blight
33.4,45.3,204.5,6.58,71,46,41,Cotton,Bacterial Blight
20.1,90.8,196.5,5.91,89,36,43,Tomato,Late Blight
33.2,53.5,274,6.49,92,38,31,Rice,Leaf Blast
25,77.5,174.6,6.24,87,41,36,Apple,Cedar Apple Rust
21.9,83,195.8,6.54,96,33,41,Wheat,Septoria Leaf Spot
24.2,51.9,108.4,7.05,57,41,41,Potato,Common Scab
28.3,72.8,189.7,6.23,94,31,31,Chili,Powdery Mildew
26.5,68.5,183.2,6.61,89,35,35,Chili,Powdery Mildew
35.9,47.1,250.6,6.8,89,40,31,Rice,Leaf Blast
20.4,77.3,181.6,6.45,98,37,40,Wheat,Septoria Leaf Spot
32.9,52,253.4,6.4,88,41,31,Rice,Leaf Blast
22.1,75.1,152.5,6.33,80,29,41,Potato,Late Blight
18.5,65.9,153.6,6.08,88,23,49,Potato,Late Blight
30.4,57.4,152.4,6.86,82,41,39,Cotton,Verticillium Wilt
22.3,49,125.4,6.2,85,36,45,Wheat,Powdery Mildew
37.8,40.6,247.9,6.35,65,45,42,Cotton,Bacterial Blight
29.5,68.7,216.5,6.08,70,33,28,Rice,Brown Spot
19.9,92.8,190.9,5.91,79,44,39,Tomato,Late Blight
36.5,46.1,230.1,6.6,69,58,40,Cotton,Bacterial Blight
22,47.5,128.5,7.5,69,55,44,Potato,Common Scab
31.9,82,297.6,6.27,108,25,38,Chili,Leaf Spot
22,84.8,166.5,6.99,89,52,36,Apple,Cedar Apple Rust
27.4,79.8,167.6,6.59,86,39,38,Chili,Powdery Mildew
31.9,56.6,192.9,6.67,108,59,24,Chili,Anthracnose
26.4,51.7,120.4,7.44,68,40,37,Potato,Common Scab
22.5,75.7,172.1,6.17,111,38,38,Wheat,Septoria Leaf Spot
33,78,254.8,6.95,91,42,39,Rice,Bacterial Leaf Blight
25.1,67.6,153.2,6.07,90,55,37,Tomato,Early Blight
33.7,94,144,6.96,119,53,20,Maize,Turcicum Leaf Blight
38,85,135.9,6.88,119,45,24,Maize,Turcicum Leaf Blight
27.5,63.8,156.4,6.15,87,46,38,Tomato,Early Blight
31.1,50.1,151.3,6.97,74,50,35,Cotton,Verticillium Wilt
23.1,72.3,199,6.47,105,39,31,Wheat,Septoria Leaf Spot
18.7,71.9,181.2,6.02,95,35,30,Wheat,Septoria Leaf Spot
20.5,60.8,151,5.83,80,60,25,Potato,Early Blight
33.2,58.5,198.9,6.87,116,50,22,Chili,Anthracnose
29.8,66.9,147.6,6.69,98,49,41,Tomato,Bacterial Spot
32.3,83.2,180.8,6.7,106,45,25,Maize,Gray Leaf Spot
31,85,273.7,6.06,106,27,44,Chili,Leaf Spot
36.6,92.7,150.2,6.92,114,41,24,Maize,Turcicum Leaf Blight
22,82.1,161.4,6.08,76,46,35,Apple,Cedar Apple Rust
29.7,74.3,203.8,5.92,71,38,30,Rice,Brown Spot
29.9,81.1,179.7,6.62,113,41,24,Maize,Gray Leaf Spot
37.5,43.9,222,6.7,75,46,41,Cotton,Bacterial Blight
18.9,80.5,185.7,6.43,113,35,32,Wheat,Septoria Leaf Spot
15.4,85.6,152,6.11,81,41,44,Apple,Apple Scab
22,45.1,108.8,6.56,52,46,42,Potato,Common Scab
18,84.5,179,5.95,76,38,45,Apple,Apple Scab
24,60.7,137.8,6.43,99,41,46,Wheat,Powdery Mildew
27.6,77.6,154.4,6.68,88,42,36,Chili,Powdery Mildew
23.6,77.5,193.7,6.16,109,35,32,Wheat,Septoria Leaf Spot
33.9,45.4,281.1,6.69,92,35,32,Rice,Leaf Blast
28.2,64.1,202,5.79,87,39,31,Rice,Brown Spot
19.5,80.3,160.3,6.48,81,50,44,Apple,Cedar Apple Rust
21.5,77.8,165.8,6.69,85,49,46,Apple,Cedar Apple Rust
23.9,59.5,103.6,7.53,59,47,39,Potato,Common Scab
37.9,54.9,247.1,6.41,79,45,41,Cotton,Bacterial Blight
28.1,82,284.1,6.38,111,27,44,Chili,Leaf Spot
31.1,67.6,209,5.57,72,26,31,Rice,Brown Spot
25.9,53.7,105.9,7.72,62,47,40,Potato,Common Scab
21.2,79.4,157,6.32,88,21,49,Potato,Late Blight
23.8,55.9,126.6,5.78,71,48,23,Tomato,Early Blight
31.1,72.4,226.6,5.9,80,25,31,Rice,Brown Spot
35.6,45.9,275.6,6.76,98,32,33,Rice,Leaf Blast
32.7,45.3,294,6.31,99,37,33,Rice,Leaf Blast
18.3,81.2,165,6.09,84,30,35,Tomato,Late Blight
32.1,91.7,155.4,6.94,105,54,22,Maize,Turcicum Leaf Blight
22.9,66.6,150.4,6.21,91,31,38,Wheat,Leaf Rust
31.4,66.5,224.9,6.01,83,37,27,Rice,Brown Spot
27.7,71.4,131.2,6.28,82,54,38,Tomato,Early Blight
26.4,67.4,158.9,6.66,104,51,48,Tomato,Bacterial Spot
25.4,70.5,157.1,6.34,93,48,33,Tomato,Early Blight
23.1,67.9,168.6,7.46,94,49,48,Apple,Fire Blight
30.1,56.6,183.3,6.51,105,54,23,Chili,Anthracnose
22.9,76.9,175.3,6.44,83,48,49,Apple,Cedar Apple Rust
37,89.3,246.3,6.39,106,41,43,Rice,Bacterial Leaf Blight
29.4,71.9,158.4,6.72,93,41,35,Chili,Powdery Mildew
24.5,66.3,140.2,5.94,78,63,33,Potato,Early Blight
18.7,80.5,169.8,6.22,84,49,40,Apple,Cedar Apple Rust
27.2,66.2,157.8,6.67,85,48,43,Tomato,Bacterial Spot
29.4,79.8,155.8,6.45,109,36,30,Maize,Common Rust
26.3,70.7,157.5,6.45,81,47,36,Tomato,Early Blight
30.1,47.1,274.4,6.74,92,43,34,Rice,Leaf Blast
20.7,87.5,150.1,6.33,74,36,47,Apple,Apple Scab
32.7,46.9,275.4,6.56,97,41,36,Rice,Leaf Blast
16.4,80.7,158.2,6.23,78,45,42,Apple,Apple Scab
21,69.7,156.5,6.66,86,55,54,Apple,Fire Blight
25.7,58.7,117.4,6.89,58,54,30,Potato,Common Scab
26.5,74.3,140.2,6.24,88,50,33,Tomato,Early Blight
30.1,74.1,163.2,6.8,90,51,43,Tomato,Bacterial Spot
28.4,89.2,200.6,6.51,98,44,22,Maize,Gray Leaf Spot
25,76.1,175.2,6.03,106,40,28,Maize,Common Rust
35.1,53,281.4,6.86,100,47,33,Rice,Leaf Blast
25.5,67.8,169.8,6.56,95,43,39,Tomato,Bacterial Spot
22.7,71.5,150.1,7.26,87,49,57,Apple,Fire Blight
31.4,51.9,218.2,6.73,78,54,38,Cotton,Bacterial Blight
34,56.3,208.3,6.7,104,58,16,Chili,Anthracnose
30.5,46.2,261.2,6.55,97,40,37,Rice,Leaf Blast
23.7,73.2,132,6.18,102,35,37,Wheat,Leaf Rust
32.8,50.1,182.1,6.97,115,62,18,Chili,Anthracnose
22.5,82.1,189,5.86,76,39,39,Tomato,Late Blight
32.1,72.3,216.4,6.44,86,39,27,Cotton,Leaf Spot
31.3,87.4,180.9,6.63,114,48,26,Maize,Gray Leaf Spot
31.7,83.5,286,6.22,108,28,38,Chili,Leaf Spot
27.6,52.8,192.6,7.35,83,40,32,Cotton,Verticillium Wilt
28.9,70.4,157.8,6.16,86,57,27,Tomato,Early Blight
30.3,66,247,6.17,72,31,29,Rice,Brown Spot
30.4,54.8,207.3,6.55,105,63,17,Chili,Anthracnose
24.3,73.1,142.7,6.19,82,59,32,Tomato,Early Blight
24.9,69.4,131.2,6.08,83,52,30,Potato,Early Blight
27.3,71,177.3,5.83,95,35,32,Maize,Common Rust
30.4,49,218.7,6.61,79,49,40,Cotton,Bacterial Blight
26.3,49.2,138,7.37,58,51,37,Potato,Common Scab
20.7,75.2,189.9,6.51,110,29,41,Wheat,Septoria Leaf Spot
29.3,65.1,205.5,6.56,96,42,34,Cotton,Leaf Spot
29.6,72.8,251.8,6.04,73,37,32,Rice,Brown Spot
32.2,91.1,158.5,7.2,114,47,26,Maize,Turcicum Leaf Blight
27,72.7,169.4,6.26,90,53,41,Tomato,Bacterial Spot
26.2,51.3,112.1,6.99,64,56,32,Potato,Common Scab
24.2,48.1,102,7.77,69,55,42,Potato,Common Scab
28,77.4,186.5,6.06,94,39,31,Maize,Common Rust
24,89.5,170.5,6.05,85,39,52,Apple,Apple Scab
23.5,82.3,174.2,6.32,105,35,40,Wheat,Septoria Leaf Spot
29.2,82.8,182.1,6.14,97,42,29,Maize,Common Rust
24.3,66.2,139.9,5.83,67,54,32,Potato,Early Blight
23,91.6,176.2,5.85,80,44,40,Tomato,Late Blight
36.3,85.8,147.2,7.03,123,47,21,Maize,Turcicum Leaf Blight
32.4,52.7,205.1,6.87,105,50,19,Chili,Anthracnose
21.4,71.3,176.5,6.4,108,39,34,Wheat,Septoria Leaf Spot
24.7,65.4,133.6,6.66,82,48,51,Apple,Fire Blight
20.7,67.9,148.6,6.01,82,61,26,Potato,Early Blight
23.5,63.4,151.7,5.83,67,58,32,Potato,Early Blight
31.7,76.1,207.9,6.4,105,47,27,Maize,Gray Leaf Spot
23.8,74.6,161.8,7.4,94,47,57,Apple,Fire Blight
29.2,82.8,156.9,6.14,104,41,32,Maize,Common Rust
32.4,48.4,191.5,6.83,101,59,24,Chili,Anthracnose
31.8,75.3,194.3,6.34,98,49,28,Maize,Gray Leaf Spot
24.1,72.1,138.5,7.26,82,52,51,Apple,Fire Blight
34,48.2,188,6.62,110,54,16,Chili,Anthracnose
32,89.1,173.4,6.23,103,41,26,Maize,Gray Leaf Spot
31.4,57.5,182.5,6.89,101,63,18,Chili,Anthracnose
34.1,74.7,181,6.72,80,49,33,Cotton,Leaf Spot
24.3,64.4,137,6.71,91,40,43,Wheat,Powdery Mildew
34.4,57.5,198.2,6.69,110,61,23,Chili,Anthracnose
29.5,83,189.9,6.21,105,33,31,Maize,Common Rust
36.6,40.4,205.4,6.51,62,54,36,Cotton,Bacterial Blight
30.9,45.7,290.6,6.68,96,40,36,Rice,Leaf Blast
37.2,79.7,238.3,6.52,97,43,36,Rice,Bacterial Leaf Blight
34.2,92.4,138.8,7.03,113,41,23,Maize,Turcicum Leaf Blight
25.3,57.2,131.1,7.64,53,41,40,Potato,Common Scab
30.6,48.1,283.2,6.63,89,36,31,Rice,Leaf Blast
28.4,76.3,187.3,6.22,109,48,26,Maize,Gray Leaf Spot
22,52.4,139.7,6.98,101,42,40,Wheat,Powdery Mildew
30.1,84.3,178.1,7.32,106,40,44,Chili,Powdery Mildew
24.4,67,150.1,6.18,84,58,37,Tomato,Early Blight
28.7,81.2,257.2,6.33,108,33,42,Chili,Leaf Spot
33.4,86.1,208.9,6.42,99,39,19,Maize,Gray Leaf Spot
25.4,68.1,198.8,6.81,89,44,38,Cotton,Verticillium Wilt
32.1,76.3,269.2,6.55,99,39,39,Rice,Bacterial Leaf Blight
33.2,78.7,217.7,6.23,97,40,30,Cotton,Leaf Spot
23.6,74.2,162.9,6.68,93,56,51,Apple,Fire Blight
29.4,70.1,163,6.22,98,38,34,Chili,Powdery Mildew
32.2,90,154.1,7.02,110,51,22,Maize,Turcicum Leaf Blight
18.7,71.9,181.5,6.55,101,38,41,Wheat,Septoria Leaf Spot
29.2,73.6,184.8,6.59,103,34,35,Chili,Powdery Mildew
23.4,81,160.7,6.97,80,43,42,Apple,Cedar Apple Rust
34.8,88.1,244.6,6.52,99,41,46,Rice,Bacterial Leaf Blight
28.5,80.3,187.4,6.18,98,37,20,Maize,Gray Leaf Spot
23.8,78.6,180.7,6.25,76,36,46,Apple,Apple Scab
32.1,86.7,144.7,7.13,110,47,23,Maize,Turcicum Leaf Blight
31.9,71.8,177.5,6.75,90,46,44,Tomato,Bacterial Spot
29.4,60.2,207.8,5.72,72,39,28,Rice,Brown Spot
32,56.9,202.9,6.57,101,63,20,Chili,Anthracnose
24.7,71.2,144.3,6.51,88,44,40,Wheat,Leaf Rust
34.1,58.4,243.7,6.37,64,50,37,Cotton,Bacterial Blight
25.6,76.3,160.3,6.56,84,52,50,Apple,Fire Blight
24.5,74,153,6.58,93,52,51,Apple,Fire Blight
34.3,86,145.7,7.01,114,51,28,Maize,Turcicum Leaf Blight
20,81.9,179.6,5.87,78,44,33,Tomato,Late Blight
29.4,81.9,260.2,6.09,104,32,40,Chili,Leaf Spot
